controller_id,brand,type,max_voltage_V,max_current_A,derating_factor,price_min,price_max
Growatt_MPPT_12V_45A_3280,Growatt,MPPT,12.0,45.0,0.91,48721.0,81201.0
Growatt_MPPT_100V_70A_3292,Growatt,MPPT,100.0,70.0,0.95,52452.0,87420.0
Growatt_MPPT_100V_75A_3308,Growatt,MPPT,100.0,75.0,0.93,34580.0,57632.0
Growatt_MPPT_60V_55A_3310,Growatt,MPPT,60.0,55.0,0.92,52393.0,87321.0
Growatt_MPPT_60V_75A_3329,Growatt,MPPT,60.0,75.0,0.92,28627.0,47711.0
Growatt_MPPT_100V_100A_3377,Growatt,MPPT,100.0,100.0,0.93,17551.0,29251.0
Growatt_MPPT_12V_15A_3395,Growatt,MPPT,12.0,15.0,0.95,38919.0,64865.0
Growatt_MPPT_100V_50A_3398,Growatt,MPPT,100.0,50.0,0.93,26540.0,44234.0
Growatt_MPPT_24V_60A_3420,Growatt,MPPT,24.0,60.0,0.94,33340.0,55568.0
Growatt_MPPT_100V_30A_3488,Growatt,MPPT,100.0,30.0,0.94,53263.0,88771.0
Growatt_MPPT_60V_25A_3493,Growatt,MPPT,60.0,25.0,0.92,53830.0,89716.0
Growatt_MPPT_48V_40A_3534,Growatt,MPPT,48.0,40.0,0.94,28758.0,47930.0
Growatt_MPPT_150V_85A_3552,Growatt,MPPT,150.0,85.0,0.92,25008.0,41680.0
Growatt_MPPT_24V_30A_3606,Growatt,MPPT,24.0,30.0,0.94,16730.0,27884.0
Growatt_MPPT_100V_90A_3612,Growatt,MPPT,100.0,90.0,0.94,21921.0,36535.0
Growatt_MPPT_36V_90A_3614,Growatt,MPPT,36.0,90.0,0.92,38248.0,63746.0
Growatt_MPPT_48V_75A_3629,Growatt,MPPT,48.0,75.0,0.93,46483.0,77471.0
Growatt_MPPT_150V_90A_3640,Growatt,MPPT,150.0,90.0,0.94,28149.0,46915.0
Growatt_MPPT_100V_30A_3644,Growatt,MPPT,100.0,30.0,0.93,44990.0,74984.0
Growatt_MPPT_48V_30A_3665,Growatt,MPPT,48.0,30.0,0.92,16172.0,26954.0
Growatt_MPPT_48V_80A_3674,Growatt,MPPT,48.0,80.0,0.91,56782.0,94638.0
Growatt_MPPT_150V_50A_3695,Growatt,MPPT,150.0,50.0,0.92,41919.0,69865.0
Growatt_MPPT_48V_45A_3700,Growatt,MPPT,48.0,45.0,0.93,50750.0,84584.0
Growatt_MPPT_36V_25A_3726,Growatt,MPPT,36.0,25.0,0.93,40660.0,67766.0
Growatt_MPPT_24V_35A_3749,Growatt,MPPT,24.0,35.0,0.94,18344.0,30574.0
Growatt_MPPT_48V_95A_3760,Growatt,MPPT,48.0,95.0,0.93,52386.0,87310.0
Growatt_MPPT_100V_35A_3767,Growatt,MPPT,100.0,35.0,0.91,21540.0,35900.0
Growatt_MPPT_48V_50A_3774,Growatt,MPPT,48.0,50.0,0.94,53210.0,88682.0
Growatt_MPPT_60V_15A_3780,Growatt,MPPT,60.0,15.0,0.92,33254.0,55422.0
Growatt_MPPT_24V_10A_3863,Growatt,MPPT,24.0,10.0,0.94,36343.0,60571.0
Growatt_MPPT_36V_65A_3875,Growatt,MPPT,36.0,65.0,0.93,43276.0,72128.0
Growatt_MPPT_36V_15A_3897,Growatt,MPPT,36.0,15.0,0.94,21935.0,36559.0
Growatt_MPPT_48V_45A_3899,Growatt,MPPT,48.0,45.0,0.95,35690.0,59484.0
Growatt_MPPT_36V_35A_3926,Growatt,MPPT,36.0,35.0,0.92,15484.0,25806.0
Growatt_MPPT_24V_95A_3957,Growatt,MPPT,24.0,95.0,0.93,42796.0,71328.0
Growatt_MPPT_60V_85A_3966,Growatt,MPPT,60.0,85.0,0.92,15631.0,26051.0
Growatt_MPPT_24V_100A_3978,Growatt,MPPT,24.0,100.0,0.93,51267.0,85445.0
Growatt_MPPT_48V_70A_3984,Growatt,MPPT,48.0,70.0,0.93,28950.0,48250.0
Growatt_MPPT_100V_95A_4133,Growatt,MPPT,100.0,95.0,0.93,55454.0,92422.0
Growatt_MPPT_24V_80A_4158,Growatt,MPPT,24.0,80.0,0.92,37086.0,61810.0
Growatt_MPPT_150V_75A_4201,Growatt,MPPT,150.0,75.0,0.91,46276.0,77128.0
Growatt_MPPT_36V_75A_4205,Growatt,MPPT,36.0,75.0,0.92,49465.0,82441.0
Growatt_MPPT_12V_50A_4213,Growatt,MPPT,12.0,50.0,0.92,34474.0,57458.0
Growatt_MPPT_150V_65A_4268,Growatt,MPPT,150.0,65.0,0.95,23629.0,39381.0
Growatt_MPPT_60V_70A_4276,Growatt,MPPT,60.0,70.0,0.94,49280.0,82132.0
Growatt_MPPT_100V_85A_4291,Growatt,MPPT,100.0,85.0,0.94,23457.0,39095.0
Growatt_MPPT_36V_55A_4363,Growatt,MPPT,36.0,55.0,0.92,22695.0,37825.0
Growatt_MPPT_24V_10A_4392,Growatt,MPPT,24.0,10.0,0.94,20021.0,33369.0
Growatt_MPPT_60V_70A_4401,Growatt,MPPT,60.0,70.0,0.95,35546.0,59242.0
Growatt_MPPT_100V_40A_4416,Growatt,MPPT,100.0,40.0,0.91,26938.0,44896.0
Growatt_MPPT_48V_90A_4451,Growatt,MPPT,48.0,90.0,0.91,49423.0,82371.0
Growatt_MPPT_60V_75A_4465,Growatt,MPPT,60.0,75.0,0.93,40401.0,67335.0
Growatt_MPPT_36V_30A_4485,Growatt,MPPT,36.0,30.0,0.91,26810.0,44682.0
Growatt_MPPT_100V_55A_4506,Growatt,MPPT,100.0,55.0,0.94,40171.0,66951.0
Growatt_MPPT_24V_15A_4527,Growatt,MPPT,24.0,15.0,0.95,58670.0,97782.0
Growatt_MPPT_36V_55A_4539,Growatt,MPPT,36.0,55.0,0.95,31100.0,51834.0
Growatt_MPPT_60V_55A_4578,Growatt,MPPT,60.0,55.0,0.92,31136.0,51894.0
Growatt_MPPT_24V_40A_4587,Growatt,MPPT,24.0,40.0,0.92,15938.0,26564.0
Growatt_MPPT_36V_85A_4604,Growatt,MPPT,36.0,85.0,0.94,35286.0,58810.0
Growatt_MPPT_12V_40A_4608,Growatt,MPPT,12.0,40.0,0.94,30295.0,50491.0
Growatt_MPPT_100V_85A_4636,Growatt,MPPT,100.0,85.0,0.91,55195.0,91991.0
Growatt_MPPT_12V_75A_4639,Growatt,MPPT,12.0,75.0,0.92,55229.0,92049.0
Growatt_MPPT_12V_100A_4702,Growatt,MPPT,12.0,100.0,0.95,25160.0,41934.0
Growatt_MPPT_60V_65A_4713,Growatt,MPPT,60.0,65.0,0.94,20434.0,34058.0
Growatt_MPPT_60V_55A_4722,Growatt,MPPT,60.0,55.0,0.95,23448.0,39080.0
Growatt_MPPT_12V_90A_4723,Growatt,MPPT,12.0,90.0,0.94,47246.0,78744.0
Growatt_MPPT_24V_60A_4731,Growatt,MPPT,24.0,60.0,0.93,31087.0,51811.0
Growatt_MPPT_60V_20A_4733,Growatt,MPPT,60.0,20.0,0.92,38728.0,64546.0
Growatt_MPPT_60V_85A_4737,Growatt,MPPT,60.0,85.0,0.94,58226.0,97042.0
Growatt_MPPT_24V_90A_4739,Growatt,MPPT,24.0,90.0,0.94,59281.0,98801.0
Growatt_MPPT_150V_20A_4765,Growatt,MPPT,150.0,20.0,0.94,42884.0,71474.0
Growatt_MPPT_60V_60A_4769,Growatt,MPPT,60.0,60.0,0.91,51471.0,85785.0
Growatt_MPPT_100V_30A_4783,Growatt,MPPT,100.0,30.0,0.95,31945.0,53241.0
Growatt_MPPT_100V_75A_4804,Growatt,MPPT,100.0,75.0,0.94,54660.0,91100.0
Growatt_MPPT_100V_90A_4862,Growatt,MPPT,100.0,90.0,0.93,28038.0,46730.0
Growatt_MPPT_100V_90A_4870,Growatt,MPPT,100.0,90.0,0.92,33646.0,56076.0
Growatt_MPPT_24V_50A_4876,Growatt,MPPT,24.0,50.0,0.93,50088.0,83480.0
Growatt_MPPT_12V_30A_4896,Growatt,MPPT,12.0,30.0,0.93,58562.0,97604.0
Growatt_MPPT_48V_90A_4932,Growatt,MPPT,48.0,90.0,0.93,24194.0,40322.0
Growatt_MPPT_12V_40A_4938,Growatt,MPPT,12.0,40.0,0.91,32548.0,54248.0
Growatt_MPPT_24V_20A_4950,Growatt,MPPT,24.0,20.0,0.95,15901.0,26501.0
Growatt_MPPT_100V_95A_4956,Growatt,MPPT,100.0,95.0,0.95,53189.0,88649.0
Growatt_MPPT_24V_35A_4976,Growatt,MPPT,24.0,35.0,0.93,59341.0,98901.0
Growatt_MPPT_48V_40A_4977,Growatt,MPPT,48.0,40.0,0.94,53721.0,89535.0
Growatt_MPPT_150V_35A_4996,Growatt,MPPT,150.0,35.0,0.94,28842.0,48070.0
Growatt_PWM_12V_25A_25,Growatt,PWM,12.0,25.0,0.93,53122.0,88536.0
Growatt_PWM_60V_25A_37,Growatt,PWM,60.0,25.0,0.93,26564.0,44272.0
Growatt_PWM_60V_70A_49,Growatt,PWM,60.0,70.0,0.94,55819.0,93031.0
Growatt_PWM_60V_15A_56,Growatt,PWM,60.0,15.0,0.92,40064.0,66774.0
Growatt_PWM_36V_75A_74,Growatt,PWM,36.0,75.0,0.92,18098.0,30162.0
Growatt_PWM_12V_50A_88,Growatt,PWM,12.0,50.0,0.91,30850.0,51418.0
Growatt_PWM_36V_75A_105,Growatt,PWM,36.0,75.0,0.94,52125.0,86875.0
Growatt_PWM_60V_75A_114,Growatt,PWM,60.0,75.0,0.92,26254.0,43756.0
Growatt_PWM_60V_90A_172,Growatt,PWM,60.0,90.0,0.93,42259.0,70431.0
Growatt_PWM_60V_80A_183,Growatt,PWM,60.0,80.0,0.93,20038.0,33396.0
Growatt_PWM_48V_70A_192,Growatt,PWM,48.0,70.0,0.95,28684.0,47806.0
Growatt_PWM_24V_75A_210,Growatt,PWM,24.0,75.0,0.95,21657.0,36095.0
Growatt_PWM_36V_40A_234,Growatt,PWM,36.0,40.0,0.91,15712.0,26186.0
Growatt_PWM_60V_90A_274,Growatt,PWM,60.0,90.0,0.94,36751.0,61251.0
Growatt_PWM_36V_35A_324,Growatt,PWM,36.0,35.0,0.92,43825.0,73041.0
Growatt_PWM_60V_95A_390,Growatt,PWM,60.0,95.0,0.93,20912.0,34854.0
Growatt_PWM_60V_70A_400,Growatt,PWM,60.0,70.0,0.91,53746.0,89576.0
Growatt_PWM_12V_15A_403,Growatt,PWM,12.0,15.0,0.91,49106.0,81844.0
Growatt_PWM_36V_75A_417,Growatt,PWM,36.0,75.0,0.95,50900.0,84832.0
Growatt_PWM_60V_25A_469,Growatt,PWM,60.0,25.0,0.92,24486.0,40810.0
Growatt_PWM_60V_85A_480,Growatt,PWM,60.0,85.0,0.94,25101.0,41835.0
Growatt_PWM_24V_80A_501,Growatt,PWM,24.0,80.0,0.91,17132.0,28554.0
Growatt_PWM_12V_75A_510,Growatt,PWM,12.0,75.0,0.93,25413.0,42355.0
Growatt_PWM_24V_30A_514,Growatt,PWM,24.0,30.0,0.92,43552.0,72586.0
Growatt_PWM_48V_100A_517,Growatt,PWM,48.0,100.0,0.95,56121.0,93535.0
Growatt_PWM_36V_65A_519,Growatt,PWM,36.0,65.0,0.92,15701.0,26169.0
Growatt_PWM_12V_60A_522,Growatt,PWM,12.0,60.0,0.93,40455.0,67425.0
Growatt_PWM_24V_30A_523,Growatt,PWM,24.0,30.0,0.93,43602.0,72670.0
Growatt_PWM_36V_45A_531,Growatt,PWM,36.0,45.0,0.94,54253.0,90421.0
Growatt_PWM_24V_80A_536,Growatt,PWM,24.0,80.0,0.92,31948.0,53248.0
Growatt_PWM_48V_55A_569,Growatt,PWM,48.0,55.0,0.94,22894.0,38158.0
Growatt_PWM_36V_70A_573,Growatt,PWM,36.0,70.0,0.94,47029.0,78381.0
Growatt_PWM_36V_70A_582,Growatt,PWM,36.0,70.0,0.95,20173.0,33621.0
Growatt_PWM_60V_95A_592,Growatt,PWM,60.0,95.0,0.92,28931.0,48219.0
Growatt_PWM_36V_50A_593,Growatt,PWM,36.0,50.0,0.94,37818.0,63030.0
Growatt_PWM_48V_95A_644,Growatt,PWM,48.0,95.0,0.92,19222.0,32038.0
Growatt_PWM_60V_90A_646,Growatt,PWM,60.0,90.0,0.93,23032.0,38388.0
Growatt_PWM_24V_20A_663,Growatt,PWM,24.0,20.0,0.94,41236.0,68728.0
Growatt_PWM_12V_60A_667,Growatt,PWM,12.0,60.0,0.92,54697.0,91161.0
Growatt_PWM_24V_75A_676,Growatt,PWM,24.0,75.0,0.94,53341.0,88901.0
Growatt_PWM_60V_30A_697,Growatt,PWM,60.0,30.0,0.92,54123.0,90205.0
Growatt_PWM_36V_50A_774,Growatt,PWM,36.0,50.0,0.91,45322.0,75538.0
Growatt_PWM_24V_60A_782,Growatt,PWM,24.0,60.0,0.92,33052.0,55086.0
Growatt_PWM_24V_65A_800,Growatt,PWM,24.0,65.0,0.94,42825.0,71375.0
Growatt_PWM_60V_90A_835,Growatt,PWM,60.0,90.0,0.92,23500.0,39166.0
Growatt_PWM_36V_35A_850,Growatt,PWM,36.0,35.0,0.92,57075.0,95125.0
Growatt_PWM_36V_70A_871,Growatt,PWM,36.0,70.0,0.95,57614.0,96024.0
Growatt_PWM_24V_40A_895,Growatt,PWM,24.0,40.0,0.93,50422.0,84038.0
Growatt_PWM_60V_75A_901,Growatt,PWM,60.0,75.0,0.95,51921.0,86535.0
Growatt_PWM_48V_15A_913,Growatt,PWM,48.0,15.0,0.92,15125.0,25209.0
Growatt_PWM_36V_25A_920,Growatt,PWM,36.0,25.0,0.93,38674.0,64456.0
Growatt_PWM_36V_75A_961,Growatt,PWM,36.0,75.0,0.94,48280.0,80468.0
Growatt_PWM_12V_85A_971,Growatt,PWM,12.0,85.0,0.95,41188.0,68648.0
Growatt_PWM_60V_35A_973,Growatt,PWM,60.0,35.0,0.95,50092.0,83488.0
Growatt_PWM_60V_25A_988,Growatt,PWM,60.0,25.0,0.91,15538.0,25898.0
Growatt_PWM_36V_85A_1023,Growatt,PWM,36.0,85.0,0.93,22186.0,36978.0
Growatt_PWM_60V_100A_1026,Growatt,PWM,60.0,100.0,0.93,21548.0,35914.0
Growatt_PWM_48V_15A_1027,Growatt,PWM,48.0,15.0,0.92,17508.0,29180.0
Growatt_PWM_36V_40A_1029,Growatt,PWM,36.0,40.0,0.93,33446.0,55742.0
Growatt_PWM_60V_90A_1031,Growatt,PWM,60.0,90.0,0.91,48008.0,80014.0
Growatt_PWM_36V_60A_1052,Growatt,PWM,36.0,60.0,0.94,42452.0,70752.0
Growatt_PWM_36V_20A_1092,Growatt,PWM,36.0,20.0,0.94,50776.0,84626.0
Growatt_PWM_24V_40A_1144,Growatt,PWM,24.0,40.0,0.91,57380.0,95634.0
Growatt_PWM_24V_95A_1146,Growatt,PWM,24.0,95.0,0.93,16490.0,27482.0
Growatt_PWM_12V_100A_1208,Growatt,PWM,12.0,100.0,0.91,33723.0,56205.0
Growatt_PWM_12V_60A_1213,Growatt,PWM,12.0,60.0,0.94,48050.0,80082.0
Growatt_PWM_60V_50A_1243,Growatt,PWM,60.0,50.0,0.94,45598.0,75998.0
Growatt_PWM_12V_10A_1246,Growatt,PWM,12.0,10.0,0.94,48700.0,81168.0
Growatt_PWM_36V_55A_1248,Growatt,PWM,36.0,55.0,0.92,46830.0,78050.0
Growatt_PWM_12V_55A_1272,Growatt,PWM,12.0,55.0,0.93,53967.0,89945.0
Growatt_PWM_12V_45A_1283,Growatt,PWM,12.0,45.0,0.93,37924.0,63208.0
Growatt_PWM_24V_65A_1286,Growatt,PWM,24.0,65.0,0.93,31805.0,53009.0
Growatt_PWM_60V_15A_1289,Growatt,PWM,60.0,15.0,0.91,21955.0,36591.0
Growatt_PWM_36V_50A_1316,Growatt,PWM,36.0,50.0,0.92,30833.0,51389.0
Growatt_PWM_12V_10A_1350,Growatt,PWM,12.0,10.0,0.94,28767.0,47945.0
Growatt_PWM_36V_60A_1371,Growatt,PWM,36.0,60.0,0.93,38059.0,63431.0
Growatt_PWM_60V_35A_1404,Growatt,PWM,60.0,35.0,0.91,43411.0,72351.0
Growatt_PWM_60V_35A_1476,Growatt,PWM,60.0,35.0,0.92,49415.0,82359.0
Growatt_PWM_24V_80A_1483,Growatt,PWM,24.0,80.0,0.93,25270.0,42118.0
Growatt_PWM_12V_95A_1485,Growatt,PWM,12.0,95.0,0.93,38531.0,64219.0
Growatt_PWM_48V_60A_1489,Growatt,PWM,48.0,60.0,0.93,42529.0,70881.0
Growatt_PWM_12V_45A_1508,Growatt,PWM,12.0,45.0,0.93,38081.0,63469.0
Growatt_PWM_48V_25A_1510,Growatt,PWM,48.0,25.0,0.95,57028.0,95046.0
Growatt_PWM_60V_15A_1535,Growatt,PWM,60.0,15.0,0.93,59656.0,99428.0
Growatt_PWM_48V_50A_1540,Growatt,PWM,48.0,50.0,0.95,33608.0,56012.0
Growatt_PWM_12V_45A_1571,Growatt,PWM,12.0,45.0,0.92,46187.0,76979.0
Growatt_PWM_48V_90A_1584,Growatt,PWM,48.0,90.0,0.95,31478.0,52462.0
Growatt_PWM_12V_25A_1603,Growatt,PWM,12.0,25.0,0.92,31127.0,51879.0
Growatt_PWM_24V_85A_1608,Growatt,PWM,24.0,85.0,0.91,22928.0,38212.0
Growatt_PWM_36V_20A_1631,Growatt,PWM,36.0,20.0,0.94,32331.0,53885.0
Growatt_PWM_60V_95A_1674,Growatt,PWM,60.0,95.0,0.93,38834.0,64724.0
Growatt_PWM_36V_95A_1688,Growatt,PWM,36.0,95.0,0.94,46830.0,78050.0
Growatt_PWM_48V_35A_1706,Growatt,PWM,48.0,35.0,0.95,45260.0,75434.0
Growatt_PWM_60V_55A_1728,Growatt,PWM,60.0,55.0,0.94,37682.0,62802.0
Growatt_PWM_24V_35A_1748,Growatt,PWM,24.0,35.0,0.95,29577.0,49295.0
Growatt_PWM_60V_50A_1764,Growatt,PWM,60.0,50.0,0.93,29082.0,48470.0
Growatt_PWM_12V_90A_1768,Growatt,PWM,12.0,90.0,0.94,37766.0,62944.0
Growatt_PWM_60V_25A_1781,Growatt,PWM,60.0,25.0,0.94,58141.0,96901.0
Growatt_PWM_12V_70A_1792,Growatt,PWM,12.0,70.0,0.94,20306.0,33844.0
Growatt_PWM_36V_70A_1801,Growatt,PWM,36.0,70.0,0.94,16784.0,27974.0
Growatt_PWM_60V_15A_1910,Growatt,PWM,60.0,15.0,0.93,41369.0,68949.0
Growatt_PWM_12V_70A_1926,Growatt,PWM,12.0,70.0,0.93,50367.0,83945.0
Growatt_PWM_12V_40A_1931,Growatt,PWM,12.0,40.0,0.93,58304.0,97172.0
Growatt_PWM_60V_40A_1949,Growatt,PWM,60.0,40.0,0.94,52060.0,86768.0
Growatt_PWM_60V_75A_1955,Growatt,PWM,60.0,75.0,0.93,51351.0,85585.0
Growatt_PWM_24V_90A_1959,Growatt,PWM,24.0,90.0,0.93,47066.0,78444.0
Growatt_PWM_60V_100A_2034,Growatt,PWM,60.0,100.0,0.93,41350.0,68916.0
Growatt_PWM_48V_90A_2057,Growatt,PWM,48.0,90.0,0.95,30462.0,50770.0
Growatt_PWM_12V_20A_2092,Growatt,PWM,12.0,20.0,0.92,27868.0,46446.0
Growatt_PWM_36V_10A_2110,Growatt,PWM,36.0,10.0,0.95,37428.0,62380.0
Growatt_PWM_36V_50A_2138,Growatt,PWM,36.0,50.0,0.91,38896.0,64826.0
Growatt_PWM_48V_25A_2155,Growatt,PWM,48.0,25.0,0.92,59898.0,99830.0
Growatt_PWM_12V_15A_2166,Growatt,PWM,12.0,15.0,0.91,39581.0,65969.0
Growatt_PWM_48V_80A_2182,Growatt,PWM,48.0,80.0,0.92,47221.0,78701.0
Growatt_PWM_60V_40A_2185,Growatt,PWM,60.0,40.0,0.92,59792.0,99652.0
Growatt_PWM_24V_65A_2186,Growatt,PWM,24.0,65.0,0.93,20512.0,34188.0
Growatt_PWM_24V_100A_2190,Growatt,PWM,24.0,100.0,0.92,18554.0,30924.0
Growatt_PWM_24V_80A_2195,Growatt,PWM,24.0,80.0,0.94,41631.0,69385.0
Growatt_PWM_12V_90A_2226,Growatt,PWM,12.0,90.0,0.93,26098.0,43496.0
Growatt_PWM_24V_30A_2229,Growatt,PWM,24.0,30.0,0.95,18137.0,30229.0
Growatt_PWM_12V_75A_2242,Growatt,PWM,12.0,75.0,0.92,24880.0,41468.0
Growatt_PWM_36V_50A_2283,Growatt,PWM,36.0,50.0,0.92,49892.0,83152.0
Growatt_PWM_24V_50A_2296,Growatt,PWM,24.0,50.0,0.92,34001.0,56669.0
Growatt_PWM_36V_15A_2331,Growatt,PWM,36.0,15.0,0.93,55594.0,92656.0
Growatt_PWM_36V_15A_2342,Growatt,PWM,36.0,15.0,0.95,44193.0,73655.0
Growatt_PWM_12V_100A_2378,Growatt,PWM,12.0,100.0,0.94,16322.0,27202.0
Growatt_PWM_24V_40A_2398,Growatt,PWM,24.0,40.0,0.93,29383.0,48971.0
Growatt_PWM_60V_45A_2404,Growatt,PWM,60.0,45.0,0.93,42668.0,71112.0
Growatt_PWM_12V_25A_2409,Growatt,PWM,12.0,25.0,0.93,46086.0,76810.0
Growatt_PWM_12V_10A_2451,Growatt,PWM,12.0,10.0,0.92,43474.0,72456.0
Growatt_PWM_12V_40A_2459,Growatt,PWM,12.0,40.0,0.92,53404.0,89006.0
Growatt_PWM_48V_95A_2460,Growatt,PWM,48.0,95.0,0.91,52490.0,87484.0
Growatt_PWM_12V_10A_2463,Growatt,PWM,12.0,10.0,0.94,17465.0,29109.0
Growatt_PWM_24V_90A_2467,Growatt,PWM,24.0,90.0,0.92,57328.0,95546.0
Growatt_PWM_36V_100A_2472,Growatt,PWM,36.0,100.0,0.94,45114.0,75190.0
Growatt_PWM_48V_70A_2474,Growatt,PWM,48.0,70.0,0.92,44281.0,73801.0
Growatt_PWM_36V_80A_2528,Growatt,PWM,36.0,80.0,0.92,57687.0,96145.0
Growatt_PWM_36V_10A_2539,Growatt,PWM,36.0,10.0,0.94,42231.0,70385.0
Growatt_PWM_24V_30A_2594,Growatt,PWM,24.0,30.0,0.92,27106.0,45178.0
Growatt_PWM_12V_40A_2614,Growatt,PWM,12.0,40.0,0.92,45249.0,75415.0
Growatt_PWM_12V_85A_2621,Growatt,PWM,12.0,85.0,0.93,23179.0,38631.0
Growatt_PWM_60V_85A_2657,Growatt,PWM,60.0,85.0,0.92,51608.0,86012.0
Growatt_PWM_12V_55A_2677,Growatt,PWM,12.0,55.0,0.92,53692.0,89486.0
Growatt_PWM_12V_55A_2678,Growatt,PWM,12.0,55.0,0.94,28999.0,48331.0
Growatt_PWM_24V_20A_2715,Growatt,PWM,24.0,20.0,0.92,42127.0,70211.0
Growatt_PWM_24V_50A_2722,Growatt,PWM,24.0,50.0,0.92,50403.0,84005.0
Growatt_PWM_12V_55A_2759,Growatt,PWM,12.0,55.0,0.92,53674.0,89458.0
Growatt_PWM_60V_90A_2765,Growatt,PWM,60.0,90.0,0.93,54902.0,91504.0
Growatt_PWM_12V_55A_2835,Growatt,PWM,12.0,55.0,0.93,59632.0,99386.0
Growatt_PWM_12V_90A_2843,Growatt,PWM,12.0,90.0,0.91,58224.0,97040.0
Growatt_PWM_60V_90A_2874,Growatt,PWM,60.0,90.0,0.94,18406.0,30676.0
Growatt_PWM_60V_50A_2889,Growatt,PWM,60.0,50.0,0.93,22135.0,36891.0
Growatt_PWM_36V_80A_2919,Growatt,PWM,36.0,80.0,0.94,27565.0,45941.0
Growatt_PWM_36V_15A_2922,Growatt,PWM,36.0,15.0,0.93,24830.0,41384.0
Growatt_PWM_48V_35A_2949,Growatt,PWM,48.0,35.0,0.92,23264.0,38772.0
Growatt_PWM_24V_50A_2960,Growatt,PWM,24.0,50.0,0.92,44588.0,74312.0
Growatt_PWM_24V_25A_2994,Growatt,PWM,24.0,25.0,0.91,51957.0,86595.0
Growatt_PWM_60V_80A_3019,Growatt,PWM,60.0,80.0,0.92,23107.0,38511.0
Growatt_PWM_24V_55A_3020,Growatt,PWM,24.0,55.0,0.93,57405.0,95675.0
Growatt_PWM_48V_60A_3039,Growatt,PWM,48.0,60.0,0.93,56394.0,93990.0
Growatt_PWM_36V_20A_3040,Growatt,PWM,36.0,20.0,0.93,54911.0,91519.0
Growatt_PWM_60V_100A_3051,Growatt,PWM,60.0,100.0,0.93,27368.0,45614.0
Growatt_PWM_36V_85A_3074,Growatt,PWM,36.0,85.0,0.92,36833.0,61389.0
Growatt_PWM_12V_60A_3081,Growatt,PWM,12.0,60.0,0.93,20796.0,34660.0
Growatt_PWM_48V_45A_3082,Growatt,PWM,48.0,45.0,0.93,27789.0,46315.0
Growatt_PWM_36V_55A_3142,Growatt,PWM,36.0,55.0,0.94,33743.0,56239.0
Growatt_PWM_24V_50A_3143,Growatt,PWM,24.0,50.0,0.92,28957.0,48261.0
Growatt_PWM_36V_55A_3159,Growatt,PWM,36.0,55.0,0.94,19426.0,32378.0
Growatt_PWM_60V_65A_3165,Growatt,PWM,60.0,65.0,0.92,48730.0,81218.0
Growatt_PWM_36V_20A_3193,Growatt,PWM,36.0,20.0,0.93,42686.0,71142.0
Growatt_PWM_60V_90A_3199,Growatt,PWM,60.0,90.0,0.91,44500.0,74166.0
Growatt_PWM_12V_15A_3217,Growatt,PWM,12.0,15.0,0.92,28576.0,47628.0
Growatt_PWM_24V_90A_3220,Growatt,PWM,24.0,90.0,0.92,33826.0,56378.0
Growatt_PWM_12V_20A_3250,Growatt,PWM,12.0,20.0,0.95,21518.0,35862.0
Growatt_PWM_60V_100A_3251,Growatt,PWM,60.0,100.0,0.93,53729.0,89549.0
Growatt_PWM_60V_65A_3279,Growatt,PWM,60.0,65.0,0.94,52596.0,87660.0
Growatt_PWM_60V_35A_3285,Growatt,PWM,60.0,35.0,0.92,32393.0,53989.0
Growatt_PWM_60V_50A_3299,Growatt,PWM,60.0,50.0,0.93,52117.0,86861.0
Growatt_PWM_12V_100A_3304,Growatt,PWM,12.0,100.0,0.93,33364.0,55606.0
Growatt_PWM_24V_40A_3321,Growatt,PWM,24.0,40.0,0.95,30411.0,50685.0
Growatt_PWM_24V_60A_3369,Growatt,PWM,24.0,60.0,0.92,43379.0,72299.0
Growatt_PWM_48V_40A_3380,Growatt,PWM,48.0,40.0,0.94,16220.0,27034.0
Growatt_PWM_60V_20A_3385,Growatt,PWM,60.0,20.0,0.93,27457.0,45761.0
Growatt_PWM_36V_95A_3389,Growatt,PWM,36.0,95.0,0.91,27145.0,45241.0
Growatt_PWM_36V_15A_3393,Growatt,PWM,36.0,15.0,0.92,29732.0,49554.0
Growatt_PWM_12V_75A_3410,Growatt,PWM,12.0,75.0,0.95,51472.0,85788.0
Growatt_PWM_36V_20A_3427,Growatt,PWM,36.0,20.0,0.92,50029.0,83381.0
Growatt_PWM_60V_75A_3440,Growatt,PWM,60.0,75.0,0.93,36015.0,60025.0
Growatt_PWM_36V_15A_3452,Growatt,PWM,36.0,15.0,0.93,36637.0,61061.0
Growatt_PWM_48V_20A_3536,Growatt,PWM,48.0,20.0,0.94,48603.0,81005.0
Growatt_PWM_36V_25A_3563,Growatt,PWM,36.0,25.0,0.94,42200.0,70332.0
Growatt_PWM_24V_15A_3570,Growatt,PWM,24.0,15.0,0.94,48743.0,81239.0
Growatt_PWM_36V_30A_3589,Growatt,PWM,36.0,30.0,0.94,16197.0,26995.0
Growatt_PWM_60V_95A_3604,Growatt,PWM,60.0,95.0,0.93,50250.0,83750.0
Growatt_PWM_48V_55A_3647,Growatt,PWM,48.0,55.0,0.93,51270.0,85450.0
Growatt_PWM_36V_40A_3666,Growatt,PWM,36.0,40.0,0.93,39558.0,65930.0
Growatt_PWM_48V_55A_3673,Growatt,PWM,48.0,55.0,0.91,48959.0,81599.0
